GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CTY_SUB,CTY_SUBA,DZ2001
"G2701270035","1980","Minnesota","27","Redwood","127",,"Gales township","035",226
"G2701270040","1980","Minnesota","27","Redwood","127",,"Granite Rock township","040",330
"G2701270045","1980","Minnesota","27","Redwood","127",,"Honner township","045",133
"G2701270050","1980","Minnesota","27","Redwood","127",,"Johnsonville township","050",241
"G2701270055","1980","Minnesota","27","Redwood","127",,"Kintire township","055",258
"G2701270059","1980","Minnesota","27","Redwood","127",,"Lamberton city","059",1032
"G2701270060","1980","Minnesota","27","Redwood","127",,"Lamberton township","060",329
"G2701270070","1980","Minnesota","27","Redwood","127",,"Lucan city","070",262
"G2701270075","1980","Minnesota","27","Redwood","127",,"Milroy city","075",242
"G2701270079","1980","Minnesota","27","Redwood","127",,"Morgan city","079",975
"G2701270080","1980","Minnesota","27","Redwood","127",,"Morgan township","080",417
"G2701270090","1980","Minnesota","27","Redwood","127",,"New Avon township","090",328
"G2701270095","1980","Minnesota","27","Redwood","127",,"North Hero township","095",247
"G2701270100","1980","Minnesota","27","Redwood","127",,"North Redwood city","100",206
"G2701270105","1980","Minnesota","27","Redwood","127",,"Paxton township","105",449
"G2701270110","1980","Minnesota","27","Redwood","127",,"Redwood Falls city","110",5210
"G2701270115","1980","Minnesota","27","Redwood","127",,"Redwood Falls township","115",333
"G2701270120","1980","Minnesota","27","Redwood","127",,"Revere city","120",158
"G2701270125","1980","Minnesota","27","Redwood","127",,"Sanborn city","125",518
"G2701270130","1980","Minnesota","27","Redwood","127",,"Seaforth city","130",90
"G2701270135","1980","Minnesota","27","Redwood","127",,"Sheridan township","135",305
"G2701270140","1980","Minnesota","27","Redwood","127",,"Sherman township","140",260
"G2701270145","1980","Minnesota","27","Redwood","127",,"Springdale township","145",310
"G2701270150","1980","Minnesota","27","Redwood","127",,"Sundown township","150",347
"G2701270155","1980","Minnesota","27","Redwood","127",,"Swedes Forest township","155",143
"G2701270160","1980","Minnesota","27","Redwood","127",,"Three Lakes township","160",299
"G2701270165","1980","Minnesota","27","Redwood","127",,"Underwood township","165",237
"G2701270170","1980","Minnesota","27","Redwood","127",,"Vail township","170",353
"G2701270174","1980","Minnesota","27","Redwood","127",,"Vesta city","174",360
"G2701270175","1980","Minnesota","27","Redwood","127",,"Vesta township","175",272
"G2701270185","1980","Minnesota","27","Redwood","127",,"Wabasso city","185",745
"G2701270190","1980","Minnesota","27","Redwood","127",,"Walnut Grove city","190",753
"G2701270195","1980","Minnesota","27","Redwood","127",,"Wanda city","195",118
"G2701270200","1980","Minnesota","27","Redwood","127",,"Waterbury township","200",363
"G2701270205","1980","Minnesota","27","Redwood","127",,"Westline township","205",288
"G2701270210","1980","Minnesota","27","Redwood","127",,"Willow Lake township","210",358
"G2701290005","1980","Minnesota","27","Renville","129",,"Bandon township","005",295
"G2701290010","1980","Minnesota","27","Renville","129",,"Beaver Falls township","010",357
"G2701290015","1980","Minnesota","27","Renville","129",,"Birch Cooley township","015",338
"G2701290019","1980","Minnesota","27","Renville","129",,"Bird Island city","019",1372
"G2701290020","1980","Minnesota","27","Renville","129",,"Bird Island township","020",345
"G2701290030","1980","Minnesota","27","Renville","129",,"Boon Lake township","030",452
"G2701290035","1980","Minnesota","27","Renville","129",,"Brookfield township","035",315
"G2701290040","1980","Minnesota","27","Renville","129",,"Buffalo Lake city","040",782
"G2701290045","1980","Minnesota","27","Renville","129",,"Cairo township","045",372
"G2701290050","1980","Minnesota","27","Renville","129",,"Camp township","050",305
"G2701290055","1980","Minnesota","27","Renville","129",,"Crooks township","055",311
"G2701290060","1980","Minnesota","27","Renville","129",,"Danube city","060",590
"G2701290065","1980","Minnesota","27","Renville","129",,"Emmet township","065",323
"G2701290070","1980","Minnesota","27","Renville","129",,"Ericson township","070",349
"G2701290075","1980","Minnesota","27","Renville","129",,"Fairfax city","075",1405
"G2701290080","1980","Minnesota","27","Renville","129",,"Flora township","080",307
"G2701290085","1980","Minnesota","27","Renville","129",,"Franklin city","085",512
"G2701290090","1980","Minnesota","27","Renville","129",,"Hawk Creek township","090",253
"G2701290094","1980","Minnesota","27","Renville","129",,"Hector city","094",1252
"G2701290095","1980","Minnesota","27","Renville","129",,"Hector township","095",355
"G2701290105","1980","Minnesota","27","Renville","129",,"Henryville township","105",353
"G2701290110","1980","Minnesota","27","Renville","129",,"Kingman township","110",354
"G2701290115","1980","Minnesota","27","Renville","129",,"Martinsburg township","115",275
"G2701290120","1980","Minnesota","27","Renville","129",,"Melville township","120",344
"G2701290125","1980","Minnesota","27","Renville","129",,"Morton city","125",549
"G2701290130","1980","Minnesota","27","Renville","129",,"Norfolk township","130",268
"G2701290135","1980","Minnesota","27","Renville","129",,"Olivia city","135",2802
"G2701290140","1980","Minnesota","27","Renville","129",,"Osceola township","140",265
"G2701290145","1980","Minnesota","27","Renville","129",,"Palmyra township","145",340
"G2701290150","1980","Minnesota","27","Renville","129",,"Preston Lake township","150",365
"G2701290155","1980","Minnesota","27","Renville","129",,"Renville city","155",1493
"G2701290159","1980","Minnesota","27","Renville","129",,"Sacred Heart city","159",666
"G2701290160","1980","Minnesota","27","Renville","129",,"Sacred Heart township","160",336
"G2701290170","1980","Minnesota","27","Renville","129",,"Troy township","170",373
"G2701290175","1980","Minnesota","27","Renville","129",,"Wang township","175",312
"G2701290180","1980","Minnesota","27","Renville","129",,"Wellington township","180",383
"G2701290185","1980","Minnesota","27","Renville","129",,"Winfield township","185",333
"G2701310005","1980","Minnesota","27","Rice","131",,"Bridgewater township","005",1691
"G2701310010","1980","Minnesota","27","Rice","131",,"Cannon City township","010",1099
"G2701310020","1980","Minnesota","27","Rice","131",,"Dundas city","020",422
"G2701310025","1980","Minnesota","27","Rice","131",,"Erin township","025",793
"G2701310030","1980","Minnesota","27","Rice","131",,"Faribault city","030",16241
"G2701310035","1980","Minnesota","27","Rice","131",,"Forest township","035",854
"G2701310040","1980","Minnesota","27","Rice","131",,"Lonsdale city","040",1160
"G2701310044","1980","Minnesota","27","Rice","131",,"Morristown city","044",639
"G2701310045","1980","Minnesota","27","Rice","131",,"Morristown township","045",693
"G2701310055","1980","Minnesota","27","Rice","131",,"Nerstrand city","055",255
"G2701310060","1980","Minnesota","27","Rice","131",,"Northfield city","060",12549
"G2701310065","1980","Minnesota","27","Rice","131",,"Northfield township","065",757
"G2701310070","1980","Minnesota","27","Rice","131",,"Richland township","070",496
"G2701310075","1980","Minnesota","27","Rice","131",,"Shieldsville township","075",850
"G2701310080","1980","Minnesota","27","Rice","131",,"Walcott township","080",1553
"G2701310085","1980","Minnesota","27","Rice","131",,"Warsaw township","085",1323
"G2701310090","1980","Minnesota","27","Rice","131",,"Webster township","090",1397
"G2701310095","1980","Minnesota","27","Rice","131",,"Wells township","095",1563
"G2701310100","1980","Minnesota","27","Rice","131",,"Wheatland township","100",1230
"G2701310105","1980","Minnesota","27","Rice","131",,"Wheeling township","105",522
"G2701330005","1980","Minnesota","27","Rock","133",,"Battle Plain township","005",329
"G2701330009","1980","Minnesota","27","Rock","133",,"Beaver Creek city","009",260
"G2701330010","1980","Minnesota","27","Rock","133",,"Beaver Creek township","010",481
"G2701330020","1980","Minnesota","27","Rock","133",,"Clinton township","020",399
"G2701330025","1980","Minnesota","27","Rock","133",,"Denver township","025",287
"G2701330030","1980","Minnesota","27","Rock","133",,"Hardwick city","030",279
"G2701330035","1980","Minnesota","27","Rock","133",,"Hills city","035",598
"G2701330040","1980","Minnesota","27","Rock","133",,"Jasper city","040",72
"G2701330045","1980","Minnesota","27","Rock","133",,"Kanaranzi township","045",336
"G2701330050","1980","Minnesota","27","Rock","133",,"Kenneth city","050",95
"G2701330055","1980","Minnesota","27","Rock","133",,"Luverne city","055",4568
"G2701330060","1980","Minnesota","27","Rock","133",,"Luverne township","060",581
"G2701330064","1980","Minnesota","27","Rock","133",,"Magnolia city","064",234
"G2701330065","1980","Minnesota","27","Rock","133",,"Magnolia township","065",270
"G2701330075","1980","Minnesota","27","Rock","133",,"Martin township","075",504
"G2701330080","1980","Minnesota","27","Rock","133",,"Mound township","080",347
"G2701330085","1980","Minnesota","27","Rock","133",,"Rose Dell township","085",314
"G2701330090","1980","Minnesota","27","Rock","133",,"Springwater township","090",352
"G2701330092","1980","Minnesota","27","Rock","133",,"Steen city","092",153
"G2701330095","1980","Minnesota","27","Rock","133",,"Vienna township","095",244
"G2701350005","1980","Minnesota","27","Roseau","135",,"Badger city","005",320
"G2701350010","1980","Minnesota","27","Roseau","135",,"Barnett township","010",202
"G2701350015","1980","Minnesota","27","Roseau","135",,"Barto township","015",164
"G2701350020","1980","Minnesota","27","Roseau","135",,"Beaver township","020",103
"G2701350030","1980","Minnesota","27","Roseau","135",,"Cedarbend township","030",134
"G2701350035","1980","Minnesota","27","Roseau","135",,"Deer township","035",153
"G2701350040","1980","Minnesota","27","Roseau","135",,"Dewey township","040",144
"G2701350045","1980","Minnesota","27","Roseau","135",,"Dieter township","045",216
"G2701350050","1980","Minnesota","27","Roseau","135",,"Enstrom township","050",263
"G2701350055","1980","Minnesota","27","Roseau","135",,"Falun township","055",250
"G2701350060","1980","Minnesota","27","Roseau","135",,"Golden Valley township","060",184
"G2701350065","1980","Minnesota","27","Roseau","135",,"Greenbush city","065",817
"G2701350070","1980","Minnesota","27","Roseau","135",,"Grimstad township","070",211
"G2701350075","1980","Minnesota","27","Roseau","135",,"Hereim township","075",257
"G2701350080","1980","Minnesota","27","Roseau","135",,"Huss township","080",165
"G2701350085","1980","Minnesota","27","Roseau","135",,"Jadis township","085",544
"G2701350088","1980","Minnesota","27","Roseau","135",,"Lake township","088",738
"G2701350090","1980","Minnesota","27","Roseau","135",,"Laona township","090",286
"G2701350095","1980","Minnesota","27","Roseau","135",,"Lind township","095",92
"G2701350100","1980","Minnesota","27","Roseau","135",,"Malung township","100",349
"G2701350105","1980","Minnesota","27","Roseau","135",,"Mickinock township","105",301
"G2701350110","1980","Minnesota","27","Roseau","135",,"Moose township","110",150
"G2701350115","1980","Minnesota","27","Roseau","135",,"Moranville township","115",402
"G2701350120","1980","Minnesota","27","Roseau","135",,"Nereson township","120",115
"G2701350122","1980","Minnesota","27","Roseau","135",,"North Roseau (unorg.)","122",159
"G2701350123","1980","Minnesota","27","Roseau","135",,"Northwest Roseau (unorg.)","123",18
"G2701350125","1980","Minnesota","27","Roseau","135",,"Palmville township","125",58
"G2701350130","1980","Minnesota","27","Roseau","135",,"Pohlitz township","130",52
"G2701350135","1980","Minnesota","27","Roseau","135",,"Polonia township","135",71
"G2701350140","1980","Minnesota","27","Roseau","135",,"Poplar Grove township","140",127
"G2701350145","1980","Minnesota","27","Roseau","135",,"Reine township","145",89
"G2701350150","1980","Minnesota","27","Roseau","135",,"Roosevelt city","150",118
"G2701350155","1980","Minnesota","27","Roseau","135",,"Roseau city","155",2272
"G2701350160","1980","Minnesota","27","Roseau","135",,"Ross township","160",320
"G2701350165","1980","Minnesota","27","Roseau","135",,"Skagen township","165",212
"G2701350170","1980","Minnesota","27","Roseau","135",,"Soler township","170",110
"G2701350172","1980","Minnesota","27","Roseau","135",,"Southeast Roseau (unorg.)","172",208
"G2701350175","1980","Minnesota","27","Roseau","135",,"Spruce township","175",537
"G2701350180","1980","Minnesota","27","Roseau","135",,"Stafford township","180",193
"G2701350185","1980","Minnesota","27","Roseau","135",,"Stokes township","185",207
"G2701350190","1980","Minnesota","27","Roseau","135",,"Strathcona city","190",47
"G2701350195","1980","Minnesota","27","Roseau","135",,"Warroad city","195",1216
"G2701370005","1980","Minnesota","27","St Louis","137",,"Alango township","005",318
"G2701370010","1980","Minnesota","27","St Louis","137",,"Alborn township","010",314
"G2701370015","1980","Minnesota","27","St Louis","137",,"Alden township","015",161
"G2701370020","1980","Minnesota","27","St Louis","137",,"Angora township","020",291
"G2701370025","1980","Minnesota","27","St Louis","137",,"Arrowhead township","025",151
"G2701370030","1980","Minnesota","27","St Louis","137",,"Ault township","030",119
"G2701370040","1980","Minnesota","27","St Louis","137",,"Babbitt city","040",2435
"G2701370045","1980","Minnesota","27","St Louis","137",,"Balkan township","045",934
"G2701370050","1980","Minnesota","27","St Louis","137",,"Bassett township","050",40
"G2701370055","1980","Minnesota","27","St Louis","137",,"Beatty township","055",423
"G2701370057","1980","Minnesota","27","St Louis","137",,"Birch Lake (unorg.)","057",699
"G2701370058","1980","Minnesota","27","St Louis","137",,"Biwabik city","058",1428
"G2701370060","1980","Minnesota","27","St Louis","137",,"Biwabik township","060",1034
"G2701370065","1980","Minnesota","27","St Louis","137",,"Breitung township","065",933
"G2701370070","1980","Minnesota","27","St Louis","137",,"Brevator township","070",1023
"G2701370073","1980","Minnesota","27","St Louis","137",,"Brookston city","073",124
"G2701370075","1980","Minnesota","27","St Louis","137",,"Buhl city","075",1284
"G2701370080","1980","Minnesota","27","St Louis","137",,"Canosia township","080",1562
"G2701370085","1980","Minnesota","27","St Louis","137",,"Cedar Valley township","085",219
"G2701370090","1980","Minnesota","27","St Louis","137",,"Cherry township","090",1018
"G2701370095","1980","Minnesota","27","St Louis","137",,"Chisholm city","095",5930
"G2701370100","1980","Minnesota","27","St Louis","137",,"Clinton township","100",1434
"G2701370105","1980","Minnesota","27","St Louis","137",,"Colvin township","105",447
"G2701370110","1980","Minnesota","27","St Louis","137",,"Cook city","110",800
"G2701370115","1980","Minnesota","27","St Louis","137",,"Cotton township","115",396
"G2701370120","1980","Minnesota","27","St Louis","137",,"Culver township","120",332
"G2701370125","1980","Minnesota","27","St Louis","137",,"Duluth city","125",92811
"G2701370130","1980","Minnesota","27","St Louis","137",,"Duluth township","130",1604
"G2701370135","1980","Minnesota","27","St Louis","137",,"Ellsburg township","135",139
"G2701370140","1980","Minnesota","27","St Louis","137",,"Elmer township","140",215
"G2701370145","1980","Minnesota","27","St Louis","137",,"Ely city","145",4820
"G2701370150","1980","Minnesota","27","St Louis","137",,"Embarrass township","150",1154
"G2701370155","1980","Minnesota","27","St Louis","137",,"Eveleth city","155",5042
"G2701370160","1980","Minnesota","27","St Louis","137",,"Fairbanks township","160",75
"G2701370165","1980","Minnesota","27","St Louis","137",,"Fayal township","165",2175
"G2701370167","1980","Minnesota","27","St Louis","137",,"Fermory (unorg.)","167",79
"G2701370170","1980","Minnesota","27","St Louis","137",,"Field township","170",430
"G2701370175","1980","Minnesota","27","St Louis","137",,"Fine Lakes township","175",166
"G2701370178","1980","Minnesota","27","St Louis","137",,"Floodwood city","178",648
"G2701370180","1980","Minnesota","27","St Louis","137",,"Floodwood township","180",431
"G2701370185","1980","Minnesota","27","St Louis","137",,"Franklin city","185",27
"G2701370195","1980","Minnesota","27","St Louis","137",,"Fredenberg township","195",628
"G2701370200","1980","Minnesota","27","St Louis","137",,"French township","200",439
"G2701370203","1980","Minnesota","27","St Louis","137",,"Gheen (unorg.)","203",92
"G2701370205","1980","Minnesota","27","St Louis","137",,"Gilbert city","205",2721
"G2701370210","1980","Minnesota","27","St Louis","137",,"Gnesen township","210",975
"G2701370215","1980","Minnesota","27","St Louis","137",,"Grand Lake township","215",2166
"G2701370220","1980","Minnesota","27","St Louis","137",,"Great Scott township","220",883
"G2701370222","1980","Minnesota","27","St Louis","137",,"Greenwood township","222",565
"G2701370225","1980","Minnesota","27","St Louis","137",,"Halden township","225",151
"G2701370227","1980","Minnesota","27","St Louis","137",,"Hay Lake (unorg.)","227",115
"G2701370228","1980","Minnesota","27","St Louis","137",,"Heikkila Lake (unorg.)","228",1616
"G2701370230","1980","Minnesota","27","St Louis","137",,"Hermantown city","230",6759
"G2701370235","1980","Minnesota","27","St Louis","137",,"Hibbing city","235",21193
"G2701370240","1980","Minnesota","27","St Louis","137",,"Hoyt Lakes city","240",3186
"G2701370245","1980","Minnesota","27","St Louis","137",,"Industrial township","245",617
"G2701370248","1980","Minnesota","27","St Louis","137",,"Iron Junction city","248",134
"G2701370249","1980","Minnesota","27","St Louis","137",,"Janette Lake (unorg.)","249",288
"G2701370250","1980","Minnesota","27","St Louis","137",,"Kelsey township","250",228
"G2701370260","1980","Minnesota","27","St Louis","137",,"Kugler township","260",230
"G2701370263","1980","Minnesota","27","St Louis","137",,"Lake Vermilion (unorg.)","263",175
"G2701370265","1980","Minnesota","27","St Louis","137",,"Lakewood township","265",1680
"G2701370270","1980","Minnesota","27","St Louis","137",,"Lavell township","270",481
"G2701370275","1980","Minnesota","27","St Louis","137",,"Leiding township","275",386
"G2701370277","1980","Minnesota","27","St Louis","137",,"Leonidas city","277",95
"G2701370280","1980","Minnesota","27","St Louis","137",,"Linden Grove township","280",160
"G2701370283","1980","Minnesota","27","St Louis","137",,"McCormack Lake (unorg.)","283",178
"G2701370285","1980","Minnesota","27","St Louis","137",,"McDavitt township","285",557
"G2701370290","1980","Minnesota","27","St Louis","137",,"McKinley city","290",230
"G2701370294","1980","Minnesota","27","St Louis","137",,"Meadowlands city","294",135
"G2701370295","1980","Minnesota","27","St Louis","137",,"Meadowlands township","295",331
"G2701370305","1980","Minnesota","27","St Louis","137",,"Midway township","305",1656
"G2701370315","1980","Minnesota","27","St Louis","137",,"Morcom township","315",141
"G2701370320","1980","Minnesota","27","St Louis","137",,"Morse township","320",1123
"G2701370325","1980","Minnesota","27","St Louis","137",,"Mountain Iron city","325",4134
"G2701370330","1980","Minnesota","27","St Louis","137",,"Ness township","330",96
"G2701370332","1980","Minnesota","27","St Louis","137",,"Nett Lake (unorg.)","332",339
"G2701370335","1980","Minnesota","27","St Louis","137",,"New Independence township","335",254
"G2701370345","1980","Minnesota","27","St Louis","137",,"Normanna township","345",507
"G2701370348","1980","Minnesota","27","St Louis","137",,"Northeast St. Louis (unorg.)","348",162
"G2701370350","1980","Minnesota","27","St Louis","137",,"Northland township","350",142
"G2701370352","1980","Minnesota","27","St Louis","137",,"Northwest St. Louis (unorg.)","352",571
"G2701370355","1980","Minnesota","27","St Louis","137",,"Orr city","355",294
"G2701370360","1980","Minnesota","27","St Louis","137",,"Owens township","360",245
"G2701370365","1980","Minnesota","27","St Louis","137",,"Payne township","365",55
"G2701370367","1980","Minnesota","27","St Louis","137",,"Pequaywan township","367",69
"G2701370370","1980","Minnesota","27","St Louis","137",,"Pike township","370",600
"G2701370375","1980","Minnesota","27","St Louis","137",,"Portage township","375",262
"G2701370377","1980","Minnesota","27","St Louis","137",,"Potshot Lake (unorg.)","377",81
"G2701370380","1980","Minnesota","27","St Louis","137",,"Prairie Lake township","380",77
"G2701370385","1980","Minnesota","27","St Louis","137",,"Proctor city","385",3180
"G2701370390","1980","Minnesota","27","St Louis","137",,"Rice Lake township","390",3861
"G2701370393","1980","Minnesota","27","St Louis","137",,"Sand Lake (unorg.)","393",1401
"G2701370395","1980","Minnesota","27","St Louis","137",,"Sandy township","395",535
"G2701370400","1980","Minnesota","27","St Louis","137",,"Solway township","400",1663
"G2701370405","1980","Minnesota","27","St Louis","137",,"Stoney Brook township","405",238
"G2701370415","1980","Minnesota","27","St Louis","137",,"Sturgeon township","415",200
"G2701370420","1980","Minnesota","27","St Louis","137",,"Toivola township","420",347
"G2701370425","1980","Minnesota","27","St Louis","137",,"Tower city","425",640
"G2701370430","1980","Minnesota","27","St Louis","137",,"Van Buren township","430",189
"G2701370435","1980","Minnesota","27","St Louis","137",,"Vermilion Lake township","435",379
"G2701370440","1980","Minnesota","27","St Louis","137",,"Virginia city","440",11056
"G2701370445","1980","Minnesota","27","St Louis","137",,"Waasa township","445",428
"G2701370450","1980","Minnesota","27","St Louis","137",,"White township","450",4916
"G2701370452","1980","Minnesota","27","St Louis","137",,"Whiteface Reservoir (unorg.)","452",170
"G2701370455","1980","Minnesota","27","St Louis","137",,"Willow Valley township","455",133
"G2701370460","1980","Minnesota","27","St Louis","137",,"Winton city","460",276
"G2701370465","1980","Minnesota","27","St Louis","137",,"Wouri township","465",750
"G2701390005","1980","Minnesota","27","Scott","139",,"Belle Plaine city","005",2754
"G2701390010","1980","Minnesota","27","Scott","139",,"Belle Plaine township","010",765
"G2701390015","1980","Minnesota","27","Scott","139",,"Blakeley township","015",515
"G2701390020","1980","Minnesota","27","Scott","139",,"Cedar Lake township","020",1507
"G2701390025","1980","Minnesota","27","Scott","139",,"Credit River township","025",2360
"G2701390035","1980","Minnesota","27","Scott","139",,"Elko city","035",274
"G2701390045","1980","Minnesota","27","Scott","139",,"Helena township","045",1215
"G2701390050","1980","Minnesota","27","Scott","139",,"Jackson township","050",1911
"G2701390055","1980","Minnesota","27","Scott","139",,"Jordan city","055",2663
"G2701390060","1980","Minnesota","27","Scott","139",,"Louisville township","060",813
"G2701390063","1980","Minnesota","27","Scott","139",,"New Market city","063",286
"G2701390065","1980","Minnesota","27","Scott","139",,"New Market township","065",1636
"G2701390070","1980","Minnesota","27","Scott","139",,"New Prague city","070",1898
"G2701390072","1980","Minnesota","27","Scott","139",,"Prior Lake city","072",7284
"G2701390075","1980","Minnesota","27","Scott","139",,"St. Lawrence township","075",350
"G2701390080","1980","Minnesota","27","Scott","139",,"Sand Creek township","080",1516
"G2701390082","1980","Minnesota","27","Scott","139",,"Savage city","082",3954
"G2701390085","1980","Minnesota","27","Scott","139",,"Shakopee city","085",9941
"G2701390090","1980","Minnesota","27","Scott","139",,"Spring Lake township","090",2142
"G2701410005","1980","Minnesota","27","Sherburne","141",,"Baldwin township","005",2412
"G2701410009","1980","Minnesota","27","Sherburne","141",,"Becker city","009",601
"G2701410010","1980","Minnesota","27","Sherburne","141",,"Becker township","010",1341
"G2701410019","1980","Minnesota","27","Sherburne","141",,"Big Lake city","019",2210
"G2701410020","1980","Minnesota","27","Sherburne","141",,"Big Lake township","020",2679
"G2701410030","1980","Minnesota","27","Sherburne","141",,"Blue Hill township","030",678
"G2701410034","1980","Minnesota","27","Sherburne","141",,"Clear Lake city","034",266
"G2701410035","1980","Minnesota","27","Sherburne","141",,"Clear Lake township","035",1048
"G2701410045","1980","Minnesota","27","Sherburne","141",,"Elk River city","045",6785
"G2701410050","1980","Minnesota","27","Sherburne","141",,"Haven township","050",1603
"G2701410060","1980","Minnesota","27","Sherburne","141",,"Livonia township","060",1629
"G2701410065","1980","Minnesota","27","Sherburne","141",,"Orrock township","065",1140
"G2701410070","1980","Minnesota","27","Sherburne","141",,"Palmer township","070",1362
"G2701410072","1980","Minnesota","27","Sherburne","141",,"Princeton city","072",2
"G2701410075","1980","Minnesota","27","Sherburne","141",,"St. Cloud city","075",4421
"G2701410080","1980","Minnesota","27","Sherburne","141",,"Santiago township","080",657
"G2701410085","1980","Minnesota","27","Sherburne","141",,"Zimmerman city","085",1074
"G2701430005","1980","Minnesota","27","Sibley","143",,"Alfsborg township","005",469
"G2701430010","1980","Minnesota","27","Sibley","143",,"Arlington city","010",1779
"G2701430015","1980","Minnesota","27","Sibley","143",,"Arlington township","015",677
"G2701430020","1980","Minnesota","27","Sibley","143",,"Bismarck township","020",348
"G2701430025","1980","Minnesota","27","Sibley","143",,"Cornish township","025",383
"G2701430030","1980","Minnesota","27","Sibley","143",,"Dryden township","030",543
"G2701430035","1980","Minnesota","27","Sibley","143",,"Faxon township","035",389
"G2701430040","1980","Minnesota","27","Sibley","143",,"Gaylord city","040",1933
"G2701430045","1980","Minnesota","27","Sibley","143",,"Gibbon city","045",787
"G2701430050","1980","Minnesota","27","Sibley","143",,"Grafton township","050",332
"G2701430054","1980","Minnesota","27","Sibley","143",,"Green Isle city","054",357
"G2701430055","1980","Minnesota","27","Sibley","143",,"Green Isle township","055",633
"G2701430065","1980","Minnesota","27","Sibley","143",,"Henderson city","065",739
"G2701430070","1980","Minnesota","27","Sibley","143",,"Henderson township","070",632
"G2701430075","1980","Minnesota","27","Sibley","143",,"Jessenland township","075",490
"G2701430080","1980","Minnesota","27","Sibley","143",,"Kelso township","080",428
"G2701430085","1980","Minnesota","27","Sibley","143",,"Moltke township","085",415
"G2701430089","1980","Minnesota","27","Sibley","143",,"New Auburn city","089",331
"G2701430090","1980","Minnesota","27","Sibley","143",,"New Auburn township","090",500
"G2701430100","1980","Minnesota","27","Sibley","143",,"Severance township","100",440
"G2701430105","1980","Minnesota","27","Sibley","143",,"Sibley township","105",420
"G2701430110","1980","Minnesota","27","Sibley","143",,"Transit township","110",417
"G2701430115","1980","Minnesota","27","Sibley","143",,"Washington Lake township","115",630
"G2701430120","1980","Minnesota","27","Sibley","143",,"Winthrop city","120",1376
"G2701450004","1980","Minnesota","27","Stearns","145",,"Albany city","004",1569
"G2701450005","1980","Minnesota","27","Stearns","145",,"Albany township","005",922
"G2701450015","1980","Minnesota","27","Stearns","145",,"Ashley township","015",362
"G2701450019","1980","Minnesota","27","Stearns","145",,"Avon city","019",804
"G2701450020","1980","Minnesota","27","Stearns","145",,"Avon township","020",1737
"G2701450025","1980","Minnesota","27","Stearns","145",,"Belgrade city","025",805
"G2701450030","1980","Minnesota","27","Stearns","145",,"Brockway township","030",1915
"G2701450035","1980","Minnesota","27","Stearns","145",,"Brooten city","035",647
"G2701450040","1980","Minnesota","27","Stearns","145",,"Cold Spring city","040",2294
"G2701450045","1980","Minnesota","27","Stearns","145",,"Collegeville township","045",3075
"G2701450050","1980","Minnesota","27","Stearns","145",,"Crow Lake township","050",444
"G2701450055","1980","Minnesota","27","Stearns","145",,"Crow River township","055",417
"G2701450060","1980","Minnesota","27","Stearns","145",,"Eden Lake township","060",1227
"G2701450065","1980","Minnesota","27","Stearns","145",,"Eden Valley city","065",291
"G2701450070","1980","Minnesota","27","Stearns","145",,"Elrosa city","070",214
"G2701450075","1980","Minnesota","27","Stearns","145",,"Fair Haven township","075",1102
"G2701450080","1980","Minnesota","27","Stearns","145",,"Farming township","080",826
"G2701450085","1980","Minnesota","27","Stearns","145",,"Freeport city","085",563
"G2701450090","1980","Minnesota","27","Stearns","145",,"Getty township","090",463
"G2701450093","1980","Minnesota","27","Stearns","145",,"Greenwald city","093",259
"G2701450095","1980","Minnesota","27","Stearns","145",,"Grove township","095",693
"G2701450100","1980","Minnesota","27","Stearns","145",,"Holding township","100",1133
"G2701450105","1980","Minnesota","27","Stearns","145",,"Holdingford city","105",635
"G2701450110","1980","Minnesota","27","Stearns","145",,"Kimball Prairie city","110",651
"G2701450115","1980","Minnesota","27","Stearns","145",,"Krain township","115",945
"G2701450120","1980","Minnesota","27","Stearns","145",,"Lake George township","120",479
"G2701450123","1980","Minnesota","27","Stearns","145",,"Lake Henry city","123",90
"G2701450125","1980","Minnesota","27","Stearns","145",,"Lake Henry township","125",453
"G2701450130","1980","Minnesota","27","Stearns","145",,"Le Sauk township","130",2009
"G2701450135","1980","Minnesota","27","Stearns","145",,"Luxemburg township","135",912
"G2701450140","1980","Minnesota","27","Stearns","145",,"Lynden township","140",1389
"G2701450145","1980","Minnesota","27","Stearns","145",,"Maine Prairie township","145",1518
"G2701450147","1980","Minnesota","27","Stearns","145",,"Meire Grove city","147",174
"G2701450150","1980","Minnesota","27","Stearns","145",,"Melrose city","150",2409
"G2701450155","1980","Minnesota","27","Stearns","145",,"Melrose township","155",902
"G2701450160","1980","Minnesota","27","Stearns","145",,"Millwood township","160",909
"G2701450165","1980","Minnesota","27","Stearns","145",,"Munson township","165",1189
"G2701450170","1980","Minnesota","27","Stearns","145",,"New Munich city","170",302
"G2701450175","1980","Minnesota","27","Stearns","145",,"North Fork township","175",304
"G2701450180","1980","Minnesota","27","Stearns","145",,"Oak township","180",622
"G2701450184","1980","Minnesota","27","Stearns","145",,"Paynesville city","184",2140
"G2701450185","1980","Minnesota","27","Stearns","145",,"Paynesville township","185",1167
"G2701450195","1980","Minnesota","27","Stearns","145",,"Pleasant Lake city","195",120
"G2701450200","1980","Minnesota","27","Stearns","145",,"Raymond township","200",308
"G2701450205","1980","Minnesota","27","Stearns","145",,"Richmond city","205",867
